1	9.46199350090312E-23	
0.999999999999999	7.04675475746762E-16	
0.999995295513015	4.70448698507695E-06	
0.995332784090947	0.00466721590905282	
2.94802658793815E-14	0.999999999999971	
1.92566394408797E-18	1	
4.53646738333487E-25	1	
0.999999996980316	3.01968448685812E-09	
1	1.54594408850104E-17	
0.000793087384216461	0.999206912615784	
3.37299817492224E-05	0.999966270018251	
1.99202625372234E-13	0.999999999999801	
3.49684272542629E-10	0.999999999650316	
9.8889044460379E-11	0.999999999901111	
3.5628469098518E-12	0.999999999996437	
