-1.4	4	30	1	0	8.5	1.133333333	2.22972973	0.93	1
-1.4	10	18	2	0	15.425	1.066666667	2.11034483	1.23	1
-1.4	8	27	6	0	9.475	1.5	2.2147651	0.28	1
-1.4	1	23	7	0	14.725	2.2	2.36111111	3.71	1
-1.4	2	9	8	0	16.2	1.766666667	2.13986014	3.88	1
-1.3	1	27	2	4.2	14.275	4.066666667	2.15384615	1.38	1
-1.3	5	63	2	0	5.3	2.833333333	2.39160839	0.15	1
-1.3	8	6	2	0	15.8	1.5	2.46979866	3.94	1
-1.3	1	41	3	3.1	11.15	3.766666667	2.35211268	0.48	1
-1.3	10	40	3	2.8	9.525	3.333333333	2.21768707	0.71	1
-1.3	1	22	4	2.7	14.875	1.633333333	2.20547945	5.44	1
-1.3	1	40	4	6.4	8.2	1.233333333	2.30555556	3.37	1
-1.3	7	21	4	0	12.05	2.833333333	2.21333333	0.7	1
-1.3	1	12	9	3	15.625	1.266666667	2.38356164	0.28	1
-1.3	1	23	9	0	14.725	2.2	2.39455782	3.71	1
-1.3	6	20	9	0	14.8	3.466666667	2.04316547	0.45	1
-1.3	9	17	10	7	14.35	2.733333333	2.38571429	1.24	1
-1.3	8	2	12	1	16.275	0.8	2.29931973	0.37	1
-1.2	2	11	1	2.9	16.45	1.666666667	2.4	4	1
-1.2	5	32	1	0	5.725	6.1	2.08	1.54	1
-1.2	9	33	1	0	9.3	3.566666667	2.625	0.4	1
-1.2	6	32	2	0	14.675	2.033333333	2.27027027	1.93	1
-1.2	1	24	3	0	13.8	0.7	2.24489796	1.62	1
-1.2	1	41	4	3.1	11.15	3.766666667	2.24324324	0.48	1
-1.2	5	29	4	0	9.7	7.733333333	2.43055556	1.87	1
-1.2	3	26	5	0.1	10	2.1	2.33103448	5.47	1
-1.2	2	34	8	0	12.25	1.633333333	2.26573427	1.16	1
-1.1	5	21	1	0	12.9	1.433333333	2.33333333	2.07	1
-1.1	8	18	1	6.7	15.575	4.966666667	2.36986301	3.86	1
-1.1	1	22	4	2.7	14.875	1.633333333	2.21428571	5.44	1
-1.1	1	30	4	0	11.875	2.066666667	2.31944444	0.47	1
-1.1	1	20	5	0	13.175	3.266666667	2.44594595	1.26	1
-1.1	1	26	6	0	14.7	2.3	2.05442177	3.55	1
-1.1	10	8	6	0	16.225	1.133333333	2.33986928	0.75	1
-1.1	5	32	8	0	5.725	6.1	2.06756757	1.54	1
-1.1	3	20	12	0	9.25	3.733333333	2.23611111	4.88	1
-1	9	22	1	0	8.8	3.766666667	2.30136986	2.54	1
-1	2	37	2	0	13.275	1.6	2.32876712	3.04	1
-1	3	45	2	0	11.225	2.4	2.43055556	0.71	1
-1	5	29	2	0	9.7	7.733333333	2.20512821	1.87	1
-1	5	61	2	0	6.025	5.5	2.61333333	0.47	1
-1	6	23	2	0	16.2	0.366666667	2.32432432	0.5	1
-1	1	15	3	4.9	17.575	3	2.26666667	3.99	1
-1	3	25	3	0	9.8	1.833333333	2.22695035	1.45	1
-1	3	47	3	0	12.15	3.2	2.27272727	2.16	1
-1	5	27	3	0	14.45	2	2.35714286	0.5	1
-1	3	18	4	0	9.425	1.133333333	2.20547945	7.45	1
-1	8	54	4	0	4.025	2.9	2.1369863	0.2	1
-1	1	19	5	5.3	12.95	0.4	2.39716312	2.27	1
-1	6	34	5	7.7	11.2	1.8	2.60992908	1.02	1
-1	10	40	5	2.8	11.575	3.333333333	2.2	0.71	1
-1	1	20	6	0	12.95	3.266666667	2.28571429	1.26	1
-1	9	33	6	0	13.65	3.566666667	2	0.4	1
-1	1	1	7	0	17.375	3.2	2.30555556	0.05	1
-1	3	18	8	0	9.425	1.133333333	2.12413793	7.45	1
-1	3	19	10	0	10.725	1.7	2.26086957	3.61	1
-0.9	2	19	1	0	10.475	1.766666667	2.38297872	1.08	1
-0.9	1	18	2	0	12.575	1.433333333	2.36986301	0.5	1
-0.9	1	26	2	0	14.7	2.3	2.14864865	3.55	1
-0.9	3	26	2	0.1	10	2.1	2.31205674	5.47	1
-0.9	1	23	3	0	14.725	2.2	2.16438356	3.71	1
-0.9	2	31	3	3.7	8.975	4.1	2.05555556	3.33	1
-0.9	2	34	3	0	12.25	1.633333333	2.22377622	1.16	1
-0.9	3	23	3	0	9.675	2.733333333	2.14864865	1.33	1
-0.9	7	62	3	0	9.7	0.7	2.30666667	0.15	1
-0.9	9	46	3	12	9.275	2.633333333	2.72483221	1.97	1
-0.9	10	28	3	1.3	13.225	2.433333333	2.30555556	0.3	1
-0.9	3	26	4	0.1	10	2.1	2.28378378	5.47	1
-0.9	3	20	5	0	9.25	3.733333333	2.16666667	4.88	1
-0.9	5	23	5	0	13.725	2.666666667	2.33103448	1.11	1
-0.9	10	51	5	0	3.175	6.466666667	2.2739726	0.23	1
-0.9	1	20	6	0	13.175	3.266666667	2.21276596	1.26	1
-0.9	3	22	6	0	8.4	2.133333333	2.1958042	2.4	1
-0.9	1	23	11	0	14.725	2.2	2.15714286	3.71	1
-0.9	7	7	11	0	14.275	2.5	2.36619718	0.65	1
-0.8	1	18	1	0	12.575	1.433333333	2.2173913	0.59	1
-0.8	1	23	1	0	14.725	2.2	2.24324324	3.71	1
-0.8	1	36	1	0.2	6.7	1.2	2.14765101	1.29	1
-0.8	2	18	1	0	10.9	1.933333333	2.38888889	2.85	1
-0.8	3	54	1	0	8.95	3.2	2.36734694	0.19	1
-0.8	5	34	1	0	5.225	3.133333333	2.34899329	0.78	1
-0.8	9	22	1	0	8.8	3.766666667	2.40277778	2.54	1
-0.8	1	19	2	5.3	12.575	0.4	2.06802721	2.13	1
-0.8	1	26	2	0	14.7	2.3	2.15172414	3.55	1
-0.8	1	38	2	0	8.6	1.4	2.05405405	0.63	1
-0.8	3	26	2	0.1	10	2.1	2.57534247	5.47	1
-0.8	3	44	2	0	9.7	1.066666667	2.43478261	1.04	1
-0.8	4	52	2	15	4.925	2.333333333	2.12765957	0.19	1
-0.8	8	31	2	1.6	11.25	4.2	2.29577465	1.33	1
-0.8	10	26	2	0.1	13.675	4.2	2.48611111	0.31	1
-0.8	1	27	3	4.2	14.275	4.066666667	2.16783217	1.38	1
-0.8	3	22	3	0	8.4	2.133333333	2.35211268	2.4	1
-0.8	3	26	3	0.1	10	2.1	2.34246575	5.47	1
-0.8	4	36	3	0	11.3	1.366666667	2.28947368	0.7	1
-0.8	1	22	4	2.7	14.875	1.633333333	2.18918919	5.44	1
-0.8	2	37	4	0	13.275	1.6	2.49655172	3.04	1
-0.8	3	20	4	0	9.25	3.733333333	2.15068493	4.88	1
-0.8	6	35	4	0	11.05	1.366666667	2.61971831	4.24	1
-0.8	7	24	4	0	9.975	1	2.15068493	0.33	1
-0.8	9	27	4	0	9.9	1.3	2.45637584	0.82	1
-0.8	1	7	5	2.3	13.2	1.2	2.52112676	0.12	1
-0.8	1	15	5	4.9	17.575	3	2.33823529	3.99	1
-0.8	1	18	5	0	12.575	1.433333333	2.20689655	0.55	1
-0.8	1	23	5	0	14.725	2.2	2.27142857	3.71	1
-0.8	3	26	5	0.1	10	2.1	2.31292517	5.47	1
-0.8	4	30	5	0	8.5	1.133333333	2.28378378	0.93	1
-0.8	7	21	5	0	12.05	2.833333333	2.24657534	0.7	1
-0.8	10	50	5	0	4.025	3.766666667	2.10884354	0.55	1
-0.8	1	8	6	0	15.775	3.133333333	2.37333333	0.51	1
-0.8	1	23	6	0	14.725	2.2	2.06756757	3.71	1
-0.8	3	22	8	0	8.4	2.133333333	2.04166667	2.4	1
-0.8	3	26	8	0.1	10	2.1	2.38095238	5.47	1
-0.8	9	46	8	12	9.275	2.633333333	2.43243243	1.97	1
-0.8	6	12	9	0	15.6	3.9	2.22222222	3.06	1
-0.8	3	20	10	0	9.25	3.733333333	2.16438356	4.88	1
-0.8	6	27	10	0.8	15.675	4.5	2.26950355	1.18	1
-0.8	3	28	11	5.4	10.75	1.6	2.18918919	5.83	1
-0.8	6	17	11	0	13.975	2.7	2.12587413	0.62	1
-0.8	10	36	12	8.3	11.1	2.466666667	2.28965517	2.56	1
-0.8	9	7	14	0	19.475	3	2.25352113	0.25	1
-0.7	1	15	1	4.9	17.575	3	2.34246575	3.99	1
-0.7	1	27	1	4.2	14.275	4.066666667	2.1	1.38	1
-0.7	1	36	1	0.2	6.7	1.2	2.28571429	1.3	1
-0.7	3	14	1	0	11.85	3.2	2.41428571	1.21	1
-0.7	3	17	1	0	11.15	4.033333333	2.24827586	0.53	1
-0.7	3	25	1	0	9.8	1.833333333	2.25352113	1.45	1
-0.7	3	27	1	0	10.5	1.3	2.29577465	2.18	1
-0.7	3	49	1	1.8	10.975	3.066666667	2.59574468	0.47	1
-0.7	9	43	1	4.1	2.7	6.9	2.20833333	0.23	1
-0.7	10	9	1	0	15.375	1.4	2.33093525	1.19	1
-0.7	1	10	2	0.2	15.8	0.933333333	2.37142857	0.5	1
-0.7	2	54	2	0	7.4	1.466666667	2.25333333	0.11	1
-0.7	3	48	2	3.8	12.3	0.866666667	2.45205479	2.13	1
-0.7	5	24	2	0	12.575	2.833333333	2.2384106	0.83	1
-0.7	10	57	2	4.4	2.875	3.166666667	2.26388889	0.22	1
-0.7	1	23	3	0	14.725	2.2	2.5751634	3.71	1
-0.7	1	26	3	0	14.7	2.3	2.4109589	3.55	1
-0.7	2	6	3	2.3	15.5	1.533333333	2.16901408	5.04	1
-0.7	2	46	3	0	11.1	0.933333333	1.90410959	0.35	1
-0.7	3	5	3	3.2	14.225	5.933333333	2.16901408	0.29	1
-0.7	3	18	3	0	9.425	1.133333333	2.11111111	7.45	1
-0.7	3	47	3	0	12.15	3.2	2.23448276	2.16	1
-0.7	3	47	3	0	12.15	3.2	2.22377622	2.16	1
-0.7	3	47	3	0	12.15	3.2	2.15686275	2.16	1
-0.7	7	18	3	0	10.7	4.033333333	2.44927536	0.65	1
-0.7	9	45	3	0.2	6.85	0.666666667	2.60689655	0.32	1
-0.7	10	14	3	0	14.65	0.433333333	2.18666667	2.55	1
-0.7	1	24	4	0	13.8	0.7	2.08391608	1.62	1
-0.7	1	38	4	0	8.6	1.4	2.18055556	0.63	1
-0.7	3	18	4	0	9.425	1.133333333	2.10666667	7.45	1
-0.7	3	26	4	0.1	10	2.1	2.43478261	5.47	1
-0.7	3	28	4	5.4	10.75	1.6	2.21276596	5.83	1
-0.7	3	28	4	5.4	10.75	1.6	2.27586207	5.83	1
-0.7	4	30	4	0	8.5	1.133333333	2.11842105	0.93	1
-0.7	5	65	4	0	4.3	2.166666667	2.19047619	0.15	1
-0.7	6	35	4	0	11.05	1.366666667	2.62068966	4.24	1
-0.7	9	34	4	8	9.9	2.6	2.28571429	1.94	1
-0.7	10	31	4	1	12.3	1.766666667	2.28	3.86	1
-0.7	10	31	4	1	12.3	1.766666667	2.27338129	3.86	1
-0.7	1	16	5	0	17.575	2.5	2.15602837	0.59	1
-0.7	2	11	5	2.9	16.45	1.666666667	2.28776978	4	1
-0.7	3	14	5	0	11.85	3.2	2.08163265	1.21	1
-0.7	3	25	5	0	9.325	1.833333333	2.4	1.45	1
-0.7	5	29	5	0	9.7	7.733333333	2.46153846	1.87	1
-0.7	5	65	5	0	4.3	2.166666667	2.60810811	0.15	1
-0.7	7	15	5	0	12.95	2.633333333	2.35616438	1.03	1
-0.7	8	18	5	6.7	15.575	4.966666667	2.37837838	3.86	1
-0.7	10	29	5	0	12.975	1	2.09271523	2.32	1
-0.7	3	29	6	0	11.625	1.3	2.25	0.74	1
-0.7	5	43	6	0.9	9.525	2.233333333	2.32432432	0.32	1
-0.7	9	27	6	0	9.9	1.3	2.38356164	0.82	1
-0.7	9	33	6	0	9.3	3.566666667	2.17808219	0.4	1
-0.7	1	40	7	6.4	8.2	1.233333333	2.18309859	3.37	1
-0.7	3	13	7	0	12.375	4.566666667	2.08333333	0.34	1
-0.7	3	18	7	0	9.425	1.133333333	1.98648649	7.45	1
-0.7	3	20	7	0	9.25	3.733333333	2.06849315	4.88	1
-0.7	3	28	7	5.4	10.75	1.6	2.29166667	5.83	1
-0.7	4	26	7	0	13.025	4.1	2.14765101	1.18	1
-0.7	7	15	7	0	12.425	2.633333333	2.14666667	1.03	1
-0.7	1	23	8	0	14.725	2.2	2.21428571	3.71	1
-0.7	3	21	8	0	9	2.1	2.22068966	4.91	1
-0.7	3	6	9	0	13.55	4.2	2.32857143	0.26	1
-0.7	3	23	9	0	9.675	2.733333333	2.11034483	1.33	1
-0.7	6	28	9	0.7	15.925	0.6	2.48979592	0.41	1
-0.7	1	23	10	0	14.725	2.2	2.2173913	3.71	1
-0.7	1	52	10	0	2.75	6.233333333	2.08633094	0.09	1
-0.7	10	12	10	0	15.275	1.366666667	2.25675676	0.62	1
-0.7	1	15	11	4.9	17.575	3	2.31506849	3.99	1
-0.7	3	18	12	0	9.425	1.133333333	1.9858156	7.45	1
-0.7	10	36	12	8.3	11.1	2.466666667	2.36486486	2.56	1
-0.6	1	14	1	0.2	15.425	2.333333333	2.21917808	1.12	1
-0.6	1	19	1	5.3	12.95	0.4	2.4109589	2.33	1
-0.6	1	26	1	0	14.7	2.3	2.02777778	3.55	1
-0.6	1	26	1	0	14.7	2.3	1.96	3.55	1
-0.6	1	45	1	0	11.475	2.8	2.16666667	0.17	1
-0.6	1	47	1	0.4	5.65	3.733333333	1.98657718	0.59	1
-0.6	2	9	1	0	16.2	1.766666667	2.31654676	3.88	1
-0.6	2	15	1	2.7	14.7	3.533333333	2.42553191	0.81	1
-0.6	3	20	1	0	9.25	3.733333333	2.09722222	4.88	1
-0.6	3	23	1	0	9.675	2.733333333	2.10810811	1.33	1
-0.6	3	27	1	0	10.5	1.3	2.28	2.18	1
-0.6	3	30	1	9.1	12.65	3.3	2.57553957	0.15	1
-0.6	4	25	1	0	14.275	2.9	2.52054795	0.78	1
-0.6	4	31	1	1.3	9.55	1.6	2.48611111	0.88	1
-0.6	6	28	1	0.7	15.925	0.6	2.22377622	0.41	1
-0.6	6	35	1	0	11.05	1.366666667	2.50359712	4.24	1
-0.6	6	35	1	0	11.05	1.366666667	2.29530201	4.24	1
-0.6	8	30	1	0	9.625	4.866666667	2.16901408	0.89	1
-0.6	9	20	1	2.2	12.125	4.2	2.19178082	0.57	1
-0.6	9	20	1	2.2	12.125	4.2	2.36231884	0.57	1
-0.6	10	21	1	0	17.15	3.366666667	2.19858156	1.8	1
-0.6	1	13	2	3.3	16.975	2.033333333	2.34042553	0.7	1
-0.6	1	15	2	4.9	17.575	3	2.26388889	3.99	1
-0.6	1	22	2	2.7	14.875	1.633333333	2.375	5.44	1
-0.6	1	22	2	2.7	14.875	1.633333333	2.51798561	5.44	1
-0.6	2	44	2	0	13.025	0.966666667	2.33783784	0.85	1
-0.6	2	46	2	0	11.875	0.933333333	2.15068493	0.35	1
-0.6	2	48	2	0	12	4.9	2.22818792	0.11	1
-0.6	3	3	2	0	18.6	2.533333333	2.13793103	0.19	1
-0.6	3	19	2	0	10.725	1.7	2.16783217	3.61	1
-0.6	3	21	2	0	9	2.1	2.16438356	4.91	1
-0.6	3	23	2	0	9.675	2.733333333	2.15827338	1.33	1
-0.6	3	25	2	0	9.8	1.833333333	2.20408163	1.45	1
-0.6	3	42	2	0	10.15	2.333333333	2.10294118	0.28	1
-0.6	5	4	2	0	13.525	3.6	2.15068493	1.23	1
-0.6	5	18	2	0	12.425	1.1	2.35862069	0.97	1
-0.6	5	24	2	0	12.575	2.833333333	2.1369863	0.83	1
-0.6	5	28	2	0	13.625	4.766666667	2.24161074	4.1	1
-0.6	5	37	2	0	6.05	4.166666667	2.31506849	2.33	1
-0.6	5	38	2	0	6.25	1.5	2.21768707	1.03	1
-0.6	6	39	2	6.4	10.125	3.766666667	2.05673759	0.38	1
-0.6	9	46	2	12	9.275	2.633333333	2.59722222	1.97	1
-0.6	10	13	2	0	14.975	0.966666667	2.34246575	0.97	1
-0.6	1	15	3	4.9	17.575	3	2.40277778	3.99	1
-0.6	1	25	3	0	14.8	0.9	2.10958904	0.86	1
-0.6	1	36	3	0.2	6.7	1.2	2.24324324	1.26	1
-0.6	1	37	3	0	6.7	0.966666667	2.1369863	0.1	1
-0.6	2	14	3	0.3	15.7	3.933333333	2.20833333	0.93	1
-0.6	2	42	3	0	12.05	1.533333333	2.2	0.74	1
-0.6	3	17	3	0	11.15	4.033333333	2.07042254	0.53	1
-0.6	3	20	3	0	9.25	3.733333333	2.25352113	4.88	1
-0.6	3	25	3	0	9.8	1.833333333	2.23611111	1.45	1
-0.6	3	27	3	0	10.5	1.3	2.24161074	2.18	1
-0.6	3	27	3	0	10.5	1.3	2.23943662	2.18	1
-0.6	5	28	3	0	13.625	4.766666667	2.46896552	4.1	1
-0.6	6	45	3	2.2	8.8	4.366666667	2.32653061	0.12	1
-0.6	7	18	3	0	10.7	4.033333333	2.16901408	0.65	1
-0.6	7	36	3	1.1	13.65	1.6	2.30555556	0.42	1
-0.6	7	49	3	0	8.325	5.6	2.27210884	0.26	1
-0.6	8	25	3	0	8.85	2.966666667	2.01369863	4.86	1
-0.6	9	32	3	0.6	13.65	2.266666667	2.33802817	0.54	1
-0.6	9	46	3	12	9.275	2.633333333	2.4966443	1.97	1
-0.6	10	33	3	21.9	11.6	1.266666667	2.26388889	5.74	1
-0.6	1	13	4	3.3	16.975	2.033333333	2.02797203	0.68	1
-0.6	1	22	4	2.7	14.875	1.633333333	2.38095238	5.44	1
-0.6	1	24	4	0	13.8	0.7	2.35460993	1.62	1
-0.6	1	36	4	0.2	6.7	1.2	2.44295302	1.22	1
-0.6	3	17	4	0	11.15	4.033333333	2.31944444	0.53	1
-0.6	3	26	4	0.1	10	2.1	2.26573427	5.47	1
-0.6	3	57	4	0	4.4	0.866666667	2.33566434	0.19	1
-0.6	5	6	4	0	13.85	4.233333333	2.35761589	0.25	1
-0.6	5	12	4	6.6	16.875	2.9	2.32214765	0.19	1
-0.6	5	18	4	0	12.425	1.1	2.35211268	0.97	1
-0.6	5	37	4	0	6.05	4.166666667	2.26666667	2.33	1
-0.6	7	17	4	0	10.525	4.233333333	2.20408163	0.44	1
-0.6	9	14	4	0	13.525	4.1	2.12987013	1.25	1
-0.6	9	47	4	0	7.2	3.433333333	2.1971831	0.11	1
-0.6	10	24	4	13.1	15.35	0.933333333	2.28	0.56	1
-0.6	10	30	4	11	13.275	2.5	2.15277778	2.52	1
-0.6	10	33	4	21.9	11.6	1.266666667	2.14569536	5.74	1
-0.6	1	36	5	0.2	6.7	1.2	2.04109589	1.12	1
-0.6	2	22	5	0	11.45	1.466666667	2.22857143	0.92	1
-0.6	2	32	5	0	8.975	1.3	2.34482759	1.1	1
-0.6	3	21	5	0	9	2.1	2.21428571	4.91	1
-0.6	3	27	5	0	10.5	1.3	2.21428571	2.18	1
-0.6	3	27	5	0	10.5	1.3	2.24827586	2.18	1
-0.6	6	37	5	13.9	11.575	2.3	2	1.25	1
-0.6	10	39	5	11.6	9.1	1.7	2.21917808	0.54	1
-0.6	1	23	6	0	14.725	2.2	2.17567568	3.71	1
-0.6	3	47	6	0	12.15	3.2	2.32467532	2.16	1
-0.6	5	24	6	0	12.575	2.833333333	2.37762238	0.83	1
-0.6	6	33	6	0.3	15.225	1.466666667	2.35064935	1.26	1
-0.6	9	15	6	0	12.45	0.833333333	2.18918919	0.66	1
-0.6	9	46	6	12	9.275	2.633333333	2.46666667	1.97	1
-0.6	10	14	6	0	14.65	0.433333333	2.46808511	2.55	1
